Tax Year,Credit Type,Place of Residence,County,Notes,"Number of Claims, Total","Credit Amount Claimed, Total ($000)","Average Credit, Total","Number of Claims, One Qualifying Person","Credit Amount Claimed, One Qualifying Person ($000)","Average Credit, One Qualifying Person","Number of Claims, Two or More Qualifying Persons","Credit Amount Claimed, Two or More Qualifying Persons ($000)","Average Credit, Two or More Qualifying Persons","Number of Claims, Two Qualifying Persons","Credit Amount Claimed, Two Qualifying Persons ($000)","Average Credit, Two Qualifying Persons","Number of Claims, Three or More Qualifying Persons","Credit Amount Claimed, Three or More Qualifying Persons ($000)","Average Credit, Three or More Qualifying Persons","Number of Claims, Single Filing Status","Credit Amount Claimed, Single Filing Status ($000)","Average Credit, Single Filing Status","Number of Claims, MFJ & QW Filing Status *","Credit Amount Claimed, MFJ & QW Filing Status ($000) *","Average Credit, MFJ & QW Filing Status *","Number of Claims, Head of Household Filing Status","Credit Amount Claimed, Head of Household Filing Status ($000)","Average Credit, Head of Household Filing Status",Place of Residence Sort Order
2017,NYS CDCC,Westchester,Westchester,,28234,7650.688,270.97,16168,4622.953,285.93,12066,3027.735,250.93,,,,,,,482,260.832,541.15,17308,2591.783,149.74,10444,4798.073,459.41,61
2017,NYS CDCC,Wyoming,Wyoming,,561,136.633,243.55,321,76.291,237.67,240,60.342,251.43,,,,,,,18,10.254,569.67,391,58.48,149.57,152,67.899,446.7,62
2017,NYS CDCC,Yates,Yates,d/,244,64.571,264.64,159,42.733,268.76,85,21.838,256.92,,,,,,,,,489.86,153,20.629,134.83,,,482.3,63
2017,NYS CDCC,NYS Unclassified +,All,d/,403,72.054,178.79,233,37.58,161.29,170,34.474,202.79,,,,,,,,,678.33,306,45.357,148.23,,,262.36,65
2017,NYS CDCC,All Other +,Not Applicable,,71030,7299.229,102.76,35240,3569.899,101.3,35790,3729.33,104.2,,,,,,,547,148.531,271.54,59460,4366.284,73.43,11023,2784.414,252.6,66
2017,NYS CDCC,Full-Year Resident,All,,431714,147101.869,340.74,281081,95070.885,338.23,150633,52030.984,345.42,,,,,,,12285,7243.173,589.59,229331,42896.227,187.05,190098,96962.469,510.07,67
2017,NYS CDCC,Part-Year Resident,Not Applicable,,9439,1799.174,190.61,5857,1072.399,183.1,3582,726.775,202.9,,,,,,,198,68.124,344.06,6002,630.235,105,3239,1100.815,339.86,68
2017,NYS CDCC,Full-Year Nonresident,Not Applicable,,65623,6225.834,94.87,31902,2936.454,92.05,33721,3289.38,97.55,,,,,,,440,109.606,249.1,55995,3999.397,71.42,9188,2116.831,230.39,69
2017,NYS CDCC,Grand Total,Grand Total,,506776,155126.877,306.11,318840,99079.738,310.75,187936,56047.139,298.22,,,,,,,12923,7420.903,574.24,291328,47525.859,163.14,202525,100180.115,494.66,70
2016,NYC CDCC,New York City - Bronx,Bronx,,3920,1226.357,312.85,,,,,,,,,,,,,,,,,,,,,,1
2016,NYC CDCC,New York City - Kings,Kings,,5073,1812.325,357.25,,,,,,,,,,,,,,,,,,,,,,2
2016,NYC CDCC,New York City - Manhattan,Manhattan,,1776,547.848,308.47,,,,,,,,,,,,,,,,,,,,,,3
2016,NYC CDCC,New York City - Queens,Queens,,2581,941.306,364.71,,,,,,,,,,,,,,,,,,,,,,4
2016,NYC CDCC,New York City - Richmond,Richmond,,403,132.526,328.85,,,,,,,,,,,,,,,,,,,,,,5
2016,NYC CDCC,All Other +,Not Applicable,,494,121.756,246.47,,,,,,,,,,,,,,,,,,,,,,66
2016,NYC CDCC,Grand Total,Grand Total,,14247,4782.118,335.66,,,,,,,,,,,,,,,,,,,,,,70
2016,NYS CDCC,New York City - Bronx,Bronx,,38908,20193.228,519,30126,14329.831,475.66,8782,5863.397,667.66,,,,,,,2619,1526.783,582.96,7021,2018.016,287.43,29268,16648.429,568.83,1
2016,NYS CDCC,New York City - Kings,Kings,,64365,27509.302,427.4,45618,18284.339,400.81,18747,9224.963,492.08,,,,,,,1573,844.49,536.87,27413,8084.043,294.9,35379,18580.769,525.19,2
2016,NYS CDCC,New York City - Manhattan,Manhattan,,33186,10594.419,319.24,21588,7060.304,327.05,11598,3534.115,304.72,,,,,,,1226,654.843,534.13,17491,2915.562,166.69,14469,7024.014,485.45,3
2016,NYS CDCC,New York City - Queens,Queens,,47179,18807.263,398.64,33381,12591.824,377.22,13798,6215.439,450.46,,,,,,,1010,576.497,570.79,21733,5517.109,253.86,24436,12713.657,520.28,4
2016,NYS CDCC,New York City - Richmond,Richmond,,9669,2903.604,300.3,6359,1807.248,284.2,3310,1096.356,331.23,,,,,,,164,72.245,440.52,5418,961.123,177.39,4087,1870.236,457.61,5
2016,NYS CDCC,"Total, New York City","Total, New York City",,193307,80007.816,413.89,137072,54073.546,394.49,56235,25934.27,461.18,,,,,,,6592,3674.858,557.47,79076,19495.853,246.55,107639,56837.105,528.03,6
2016,NYS CDCC,Albany,Albany,,7612,2004.492,263.33,4719,1285.176,272.34,2893,719.316,248.64,,,,,,,153,76.741,501.58,4761,610.794,128.29,2698,1316.957,488.12,7
2016,NYS CDCC,Allegany,Allegany,,453,125.339,276.69,265,70.274,265.18,188,55.065,292.9,,,,,,,10,4.775,477.5,305,52.795,173.1,138,67.769,491.08,8
2016,NYS CDCC,Broome,Broome,,2507,691.574,275.86,1626,440.05,270.63,881,251.524,285.5,,,,,,,71,30.557,430.38,1526,234.946,153.96,910,426.071,468.21,9
2016,NYS CDCC,Cattaraugus,Cattaraugus,,902,233.322,258.67,551,136.097,247,351,97.225,276.99,,,,,,,31,15.265,492.42,547,88.811,162.36,324,129.246,398.91,10
2016,NYS CDCC,Cayuga,Cayuga,,1039,265.771,255.79,646,155.835,241.23,393,109.936,279.74,,,,,,,26,10.303,396.27,647,97.333,150.44,366,158.135,432.06,11
2016,NYS CDCC,Chautauqua,Chautauqua,,1499,380.041,253.53,932,223.995,240.34,567,156.046,275.21,,,,,,,38,15.353,404.03,923,146.447,158.66,538,218.241,405.65,12
2016,NYS CDCC,Chemung,Chemung,,1299,345.05,265.63,804,197.423,245.55,495,147.627,298.24,,,,,,,30,14.612,487.07,805,125.201,155.53,464,205.237,442.32,13
2016,NYS CDCC,Chenango,Chenango,,647,178.299,275.58,395,100.396,254.17,252,77.903,309.14,,,,,,,25,12.606,504.24,413,70.259,170.12,209,95.434,456.62,14
2016,NYS CDCC,Clinton,Clinton,,1546,415.298,268.63,913,243.052,266.21,633,172.246,272.11,,,,,,,50,32.003,640.06,1011,160.661,158.91,485,222.634,459.04,15
2016,NYS CDCC,Columbia,Columbia,,824,206.092,250.11,550,124.41,226.2,274,81.682,298.11,,,,,,,24,11.512,479.67,546,81.803,149.82,254,112.777,444,16
2016,NYS CDCC,Cortland,Cortland,,885,261.509,295.49,548,155.808,284.32,337,105.701,313.65,,,,,,,35,20.255,578.71,572,94.048,164.42,278,147.206,529.52,17
2016,NYS CDCC,Delaware,Delaware,,460,133.159,289.48,284,78.755,277.31,176,54.404,309.11,,,,,,,15,5.417,361.13,286,53.071,185.56,159,74.671,469.63,18
2016,NYS CDCC,Dutchess,Dutchess,,6468,1660.092,256.66,4031,1013.549,251.44,2437,646.543,265.3,,,,,,,137,66.982,488.92,4151,593.904,143.07,2180,999.206,458.35,19
2016,NYS CDCC,Erie,Erie,,17608,4669.033,265.17,10765,2799.063,260.02,6843,1869.97,273.27,,,,,,,422,224.493,531.97,11024,1488.837,135.05,6162,2955.703,479.67,20
2016,NYS CDCC,Essex,Essex,,540,155.559,288.07,342,92.91,271.67,198,62.649,316.41,,,,,,,10,6.367,636.7,349,60.357,172.94,181,88.835,490.8,21
2016,NYS CDCC,Franklin,Franklin,,715,220.943,309.01,449,127.058,282.98,266,93.885,352.95,,,,,,,20,8.817,440.85,403,73.275,181.82,292,138.851,475.52,22
2016,NYS CDCC,Fulton,Fulton,,710,215.739,303.86,488,142.015,291.01,222,73.724,332.09,,,,,,,22,12.363,561.95,404,65.586,162.34,284,137.79,485.18,23
2016,NYS CDCC,Genesee,Genesee,,856,229.885,268.56,537,135.548,252.42,319,94.337,295.73,,,,,,,20,12.676,633.8,556,74.926,134.76,280,142.283,508.15,24
2016,NYS CDCC,Greene,Greene,,504,136.247,270.33,346,88.408,255.51,158,47.839,302.78,,,,,,,12,5.05,420.83,329,47.94,145.71,163,83.257,510.78,25
2016,NYS CDCC,Hamilton,Hamilton,,37,9.462,255.73,25,3.81,152.4,12,5.652,471,,,,,,,0,0,0,23,3.424,148.87,14,6.038,431.29,26
2016,NYS CDCC,Herkimer,Herkimer,,776,253.356,326.49,490,151.777,309.75,286,101.579,355.17,,,,,,,29,14.389,496.17,460,89.414,194.38,287,149.553,521.09,27
2016,NYS CDCC,Jefferson,Jefferson,,1443,433.069,300.12,907,261.693,288.53,536,171.376,319.73,,,,,,,37,17.86,482.7,931,179.998,193.34,475,235.211,495.18,28
2016,NYS CDCC,Lewis,Lewis,d/,256,67.024,261.81,152,37.461,246.45,104,29.563,284.26,,,,,,,,,566,185,33.797,182.69,,,457.27,29
2016,NYS CDCC,Livingston,Livingston,,849,222.336,261.88,518,131.39,253.65,331,90.946,274.76,,,,,,,20,8.612,430.6,555,80.455,144.96,274,133.269,486.38,30
2016,NYS CDCC,Madison,Madison,,951,252.131,265.12,545,148.509,272.49,406,103.622,255.23,,,,,,,32,16.651,520.34,685,107.454,156.87,234,128.026,547.12,31
2016,NYS CDCC,Monroe,Monroe,,15735,4485.254,285.05,9445,2743.979,290.52,6290,1741.275,276.83,,,,,,,421,222.51,528.53,9554,1271.731,133.11,5760,2991.013,519.27,32
2016,NYS CDCC,Montgomery,Montgomery,,679,208.582,307.19,453,134.428,296.75,226,74.154,328.12,,,,,,,22,13.898,631.73,378,53.518,141.58,279,141.166,505.97,33
2016,NYS CDCC,Nassau,Nassau,,38608,9963.043,258.06,22668,5832.859,257.32,15940,4130.184,259.11,,,,,,,898,500.536,557.39,25447,3985.695,156.63,12263,5476.812,446.61,34
2016,NYS CDCC,Niagara,Niagara,,3469,923.321,266.16,2258,571.449,253.08,1211,351.872,290.56,,,,,,,90,37.87,420.78,2152,319.949,148.68,1227,565.502,460.88,35
2016,NYS CDCC,Oneida,Oneida,,3322,1018.128,306.48,2140,621.88,290.6,1182,396.248,335.24,,,,,,,105,59.357,565.3,2030,346.299,170.59,1187,612.472,515.98,36
2016,NYS CDCC,Onondaga,Onondaga,,9340,2660.001,284.8,5757,1601.684,278.22,3583,1058.317,295.37,,,,,,,266,138.395,520.28,5653,755.022,133.56,3421,1766.584,516.39,37
2016,NYS CDCC,Ontario,Ontario,,2031,491.259,241.88,1138,282.197,247.98,893,209.062,234.11,,,,,,,45,22.707,504.6,1379,186.364,135.14,607,282.188,464.89,38
2016,NYS CDCC,Orange,Orange,,8655,2495.299,288.31,5462,1497.66,274.2,3193,997.639,312.45,,,,,,,220,111.904,508.65,5236,970.084,185.27,3199,1413.311,441.8,39
2016,NYS CDCC,Orleans,Orleans,,408,142.547,349.38,276,92.417,334.84,132,50.13,379.77,,,,,,,21,10.798,514.19,214,36.422,170.2,173,95.327,551.02,40
2016,NYS CDCC,Oswego,Oswego,,1363,379.326,278.3,906,246.292,271.85,457,133.034,291.1,,,,,,,50,23.888,477.76,845,131.557,155.69,468,223.881,478.38,41
2016,NYS CDCC,Otsego,Otsego,,871,235.349,270.21,555,138.863,250.2,316,96.486,305.34,,,,,,,22,10.432,474.18,589,99.364,168.7,260,125.553,482.9,42
2016,NYS CDCC,Putnam,Putnam,,2591,547.182,211.19,1488,284.466,191.17,1103,262.716,238.18,,,,,,,40,20.833,520.83,1909,284.165,148.86,642,242.184,377.23,43
2016,NYS CDCC,Rensselaer,Rensselaer,,3733,973.927,260.9,2395,605.751,252.92,1338,368.176,275.17,,,,,,,76,36.787,484.04,2277,282.531,124.08,1380,654.609,474.35,44
2016,NYS CDCC,Rockland,Rockland,,8720,2890.82,331.52,4692,1310.227,279.25,4028,1580.593,392.4,,,,,,,164,99.193,604.84,6225,1707.042,274.22,2331,1084.585,465.29,45
2016,NYS CDCC,St. Lawrence,St. Lawrence,,1163,313.673,269.71,693,182.678,263.6,470,130.995,278.71,,,,,,,32,15.155,473.59,750,129.119,172.16,381,169.399,444.62,46
2016,NYS CDCC,Saratoga,Saratoga,,5753,1160.298,201.69,3255,654.541,201.09,2498,505.757,202.46,,,,,,,103,54.337,527.54,4306,529.357,122.93,1344,576.604,429.02,47
2016,NYS CDCC,Schenectady,Schenectady,,3545,977.748,275.81,2203,588.763,267.26,1342,388.985,289.85,,,,,,,82,43.668,532.54,2182,300.288,137.62,1281,633.792,494.76,48
2016,NYS CDCC,Schoharie,Schoharie,,422,120.284,285.03,268,77.964,290.91,154,42.32,274.81,,,,,,,13,7.904,608,272,44.858,164.92,137,67.522,492.86,49
2016,NYS CDCC,Schuyler,Schuyler,,204,48.685,238.65,128,29.306,228.95,76,19.379,254.99,,,,,,,10,4.61,461,126,17.734,140.75,68,26.341,387.37,50
2016,NYS CDCC,Seneca,Seneca,,404,110.925,274.57,256,68.98,269.45,148,41.945,283.41,,,,,,,13,5.196,399.69,236,36.478,154.57,155,69.251,446.78,51
2016,NYS CDCC,Steuben,Steuben,,1502,388.224,258.47,894,230.795,258.16,608,157.429,258.93,,,,,,,38,21.459,564.71,987,154.472,156.51,477,212.293,445.06,52
2016,NYS CDCC,Suffolk,Suffolk,,34471,9576.232,277.81,21433,5761.516,268.82,13038,3814.716,292.58,,,,,,,615,345.056,561.07,21846,3348.73,153.29,12010,5882.446,489.8,53
2016,NYS CDCC,Sullivan,Sullivan,,1270,407.85,321.14,813,237.087,291.62,457,170.763,373.66,,,,,,,39,17.647,452.49,659,126.883,192.54,572,263.32,460.35,54
2016,NYS CDCC,Tioga,Tioga,,701,176.497,251.78,445,102.304,229.9,256,74.193,289.82,,,,,,,27,15.367,569.15,467,68.603,146.9,207,92.527,446.99,55
2016,NYS CDCC,Tompkins,Tompkins,,1953,404.927,207.34,1081,230.517,213.24,872,174.41,200.01,,,,,,,37,22.006,594.76,1420,199.636,140.59,496,183.285,369.53,56
2016,NYS CDCC,Ulster,Ulster,,3298,916.913,278.02,2141,565.464,264.11,1157,351.449,303.76,,,,,,,82,39.788,485.22,2013,290.667,144.39,1203,586.458,487.5,57
2016,NYS CDCC,Warren,Warren,,1018,279.604,274.66,646,170.867,264.5,372,108.737,292.3,,,,,,,39,18.614,477.28,649,103.713,159.8,330,157.277,476.6,58
2016,NYS CDCC,Washington,Washington,,712,205.997,289.32,466,127.795,274.24,246,78.202,317.89,,,,,,,30,15.659,521.97,454,77.38,170.44,228,112.958,495.43,59
2016,NYS CDCC,Wayne,Wayne,,1410,412.506,292.56,821,235.204,286.48,589,177.302,301.02,,,,,,,47,21.994,467.96,902,139.41,154.56,461,251.102,544.69,60
2016,NYS CDCC,Westchester,Westchester,,27880,7634.744,273.84,16216,4673.74,288.22,11664,2961.004,253.86,,,,,,,470,235.057,500.12,16971,2568.679,151.36,10439,4831.008,462.78,61
2016,NYS CDCC,Wyoming,Wyoming,,572,140.511,245.65,337,78.712,233.57,235,61.799,262.97,,,,,,,19,10.082,530.63,392,60.447,154.2,161,69.982,434.67,62
2016,NYS CDCC,Yates,Yates,d/,230,66.483,289.06,140,38.811,277.22,90,27.672,307.47,,,,,,,,,663.6,152,27.216,179.05,,,492.45,63
2016,NYS CDCC,NYS Unclassified +,All,,399,63.071,158.07,241,34.58,143.49,158,28.491,180.32,,,,,,,13,4.194,322.62,298,37.94,127.32,88,20.937,237.92,65
2016,NYS CDCC,All Other +,Not Applicable,,68990,7280.467,105.53,34846,3631.586,104.22,34144,3648.881,106.87,,,,,,,548,153.673,280.43,57756,4293.879,74.35,10686,2832.915,265.11,66
2016,NYS CDCC,Full-Year Resident,All,,427115,143842.667,336.78,278486,92017.828,330.42,148629,51824.839,348.69,,,,,,,11898,6487.735,545.28,227877,42639.381,187.12,187340,94715.551,505.58,67
2016,NYS CDCC,Part-Year Resident,Not Applicable,,9449,1875.579,198.49,5992,1137.702,189.87,3457,737.877,213.44,,,,,,,223,84.849,380.49,6124,660.064,107.78,3102,1130.666,364.5,68
2016,NYS CDCC,Full-Year Nonresident,Not Applicable,,63551,6154.069,96.84,31378,2947.84,93.95,32173,3206.229,99.66,,,,,,,449,113.787,253.42,54198,3897.176,71.91,8904,2143.106,240.69,69
2016,NYS CDCC,Grand Total,Grand Total,,500115,151872.315,303.67,315856,96103.37,304.26,184259,55768.945,302.67,,,,,,,12570,6686.371,531.93,288199,47196.621,163.76,199346,97989.323,491.55,70
2015,NYC CDCC,New York City - Bronx,Bronx,,5737,2483.63,432.91,,,,,,,,,,,,,,,,,,,,,,1
2015,NYC CDCC,New York City - Kings,Kings,,7365,3368.279,457.34,,,,,,,,,,,,,,,,,,,,,,2
2015,NYC CDCC,New York City - Manhattan,Manhattan,,2544,1064.602,418.48,,,,,,,,,,,,,,,,,,,,,,3
2015,NYC CDCC,New York City - Queens,Queens,,4058,1948.089,480.06,,,,,,,,,,,,,,,,,,,,,,4
2015,NYC CDCC,New York City - Richmond,Richmond,,560,246.529,440.23,,,,,,,,,,,,,,,,,,,,,,5
2015,NYC CDCC,All Other +,Not Applicable,,566,163.488,288.85,,,,,,,,,,,,,,,,,,,,,,66
2015,NYC CDCC,Grand Total,Grand Total,,20830,9274.617,445.25,,,,,,,,,,,,,,,,,,,,,,70
2015,NYS CDCC,New York City - Bronx,Bronx,,43676,25447.348,582.64,33532,17687.053,527.47,10144,7760.295,765.01,,,,,,,3150,2150.23,682.61,6955,2101.39,302.14,33571,21195.728,631.37,1
2015,NYS CDCC,New York City - Kings,Kings,,69978,33805.634,483.09,50060,22496.889,449.4,19918,11308.745,567.77,,,,,,,1910,1238.999,648.69,27128,8375.807,308.75,40940,24190.828,590.88,2
2015,NYS CDCC,New York City - Manhattan,Manhattan,,34816,12923.243,371.19,23039,8577.366,372.3,11777,4345.877,369.01,,,,,,,1511,938.101,620.85,16921,2953.577,174.55,16384,9031.565,551.24,3
2015,NYS CDCC,New York City - Queens,Queens,,50546,22879.621,452.65,35973,15183.755,422.09,14573,7695.866,528.09,,,,,,,1135,747.107,658.24,21604,5767.199,266.95,27807,16365.315,588.53,4
2015,NYS CDCC,New York City - Richmond,Richmond,,10028,3332.395,332.31,6645,2046.658,308,3383,1285.737,380.06,,,,,,,160,87.802,548.76,5430,976.924,179.91,4438,2267.669,510.97,5
2015,NYS CDCC,"Total, New York City","Total, New York City",,209044,98388.241,470.66,149249,65991.721,442.16,59795,32396.52,541.79,,,,,,,7866,5162.239,656.27,78038,20174.897,258.53,123140,73051.105,593.24,6
2015,NYS CDCC,Albany,Albany,,7730,2240.901,289.9,4841,1422.18,293.78,2889,818.721,283.39,,,,,,,157,98.523,627.54,4647,614.532,132.24,2926,1527.846,522.16,7
2015,NYS CDCC,Allegany,Allegany,,441,119.652,271.32,271,71.671,264.47,170,47.981,282.24,,,,,,,17,9.684,569.65,284,48.159,169.57,140,61.809,441.49,8
2015,NYS CDCC,Broome,Broome,,2506,740.584,295.52,1572,434.063,276.12,934,306.521,328.18,,,,,,,67,34.213,510.64,1549,248.309,160.3,890,458.062,514.68,9
2015,NYS CDCC,Cattaraugus,Cattaraugus,,946,265.082,280.21,590,158.429,268.52,356,106.653,299.59,,,,,,,37,16.987,459.11,581,92.89,159.88,328,155.205,473.19,10
2015,NYS CDCC,Cayuga,Cayuga,,1120,295.186,263.56,727,185.873,255.67,393,109.313,278.15,,,,,,,30,14.419,480.63,684,103.809,151.77,406,176.958,435.86,11
2015,NYS CDCC,Chautauqua,Chautauqua,,1478,385.597,260.89,908,221.512,243.96,570,164.085,287.87,,,,,,,30,16.976,565.87,879,136.216,154.97,569,232.405,408.44,12
2015,NYS CDCC,Chemung,Chemung,,1353,389.978,288.23,833,234.194,281.15,520,155.784,299.58,,,,,,,34,21.625,636.03,825,129.479,156.94,494,238.874,483.55,13
2015,NYS CDCC,Chenango,Chenango,,661,177.852,269.07,407,97.73,240.12,254,80.122,315.44,,,,,,,31,17.174,554,405,66.889,165.16,225,93.789,416.84,14
2015,NYS CDCC,Clinton,Clinton,,1504,417.528,277.61,911,244.804,268.72,593,172.724,291.27,,,,,,,49,29.875,609.69,980,156.419,159.61,475,231.234,486.81,15
2015,NYS CDCC,Columbia,Columbia,,844,226.309,268.14,560,144.754,258.49,284,81.555,287.17,,,,,,,15,8.308,553.87,549,84.977,154.79,280,133.024,475.09,16
2015,NYS CDCC,Cortland,Cortland,,899,277.537,308.72,540,164.475,304.58,359,113.062,314.94,,,,,,,31,20.278,654.13,580,99.546,171.63,288,157.713,547.61,17
2015,NYS CDCC,Delaware,Delaware,,473,139.41,294.74,287,84.417,294.14,186,54.993,295.66,,,,,,,13,7.305,561.92,295,50.324,170.59,165,81.781,495.64,18
2015,NYS CDCC,Dutchess,Dutchess,,6492,1765.655,271.97,4072,1066.121,261.82,2420,699.534,289.06,,,,,,,128,74.989,585.85,4166,589.557,141.52,2198,1101.109,500.96,19
2015,NYS CDCC,Erie,Erie,,17674,5012.98,283.64,10880,3008.19,276.49,6794,2004.79,295.08,,,,,,,464,253.412,546.15,10862,1462.943,134.68,6348,3296.625,519.32,20
2015,NYS CDCC,Essex,Essex,,511,165.244,323.37,312,100.577,322.36,199,64.667,324.96,,,,,,,11,7.801,709.18,324,60.189,185.77,176,97.254,552.58,21
2015,NYS CDCC,Franklin,Franklin,,729,252.26,346.04,453,147.459,325.52,276,104.801,379.71,,,,,,,20,11.858,592.9,398,72.538,182.26,311,167.864,539.76,22
2015,NYS CDCC,Fulton,Fulton,,730,239.468,328.04,504,161.68,320.79,226,77.788,344.19,,,,,,,23,12.475,542.39,406,64.922,159.91,301,162.071,538.44,23
2015,NYS CDCC,Genesee,Genesee,,847,225.635,266.39,510,131.197,257.25,337,94.438,280.23,,,,,,,32,17.076,533.63,550,75.456,137.19,265,133.103,502.28,24
2015,NYS CDCC,Greene,Greene,,527,148.203,281.22,364,93.504,256.88,163,54.699,335.58,,,,,,,13,5.362,412.46,342,51.136,149.52,172,91.705,533.17,25
2015,NYS CDCC,Hamilton,Hamilton,,30,9.567,318.9,20,5.029,251.45,10,4.538,453.8,,,,,,,0,0,0,18,2.835,157.5,12,6.732,561,26
2015,NYS CDCC,Herkimer,Herkimer,,764,254.559,333.19,472,149.903,317.59,292,104.656,358.41,,,,,,,28,17.36,620,475,87.275,183.74,261,149.924,574.42,27
2015,NYS CDCC,Jefferson,Jefferson,,1505,467.506,310.64,959,284.619,296.79,546,182.887,334.96,,,,,,,45,23.478,521.73,968,195.795,202.27,492,248.233,504.54,28
2015,NYS CDCC,Lewis,Lewis,d/,259,72.636,280.45,158,42.666,270.04,101,29.97,296.73,,,,,,,,,546.75,196,38.355,195.69,,,543.97,29
2015,NYS CDCC,Livingston,Livingston,,828,231.378,279.44,491,129.732,264.22,337,101.646,301.62,,,,,,,30,20.438,681.27,564,85.387,151.4,234,125.553,536.55,30
2015,NYS CDCC,Madison,Madison,,938,261.978,279.29,550,147.325,267.86,388,114.653,295.5,,,,,,,28,18.154,648.36,657,106.138,161.55,253,137.686,544.21,31
2015,NYS CDCC,Monroe,Monroe,,16006,4913.546,306.98,9636,2975.965,308.84,6370,1937.581,304.17,,,,,,,463,274.664,593.23,9471,1283.383,135.51,6072,3355.499,552.62,32
2015,NYS CDCC,Montgomery,Montgomery,,719,249.498,347.01,472,150.743,319.37,247,98.755,399.82,,,,,,,22,11.131,505.95,380,53.762,141.48,317,184.605,582.35,33
2015,NYS CDCC,Nassau,Nassau,,38992,11017.936,282.57,23308,6526.033,279.99,15684,4491.903,286.4,,,,,,,969,603.652,622.96,24852,3953.868,159.1,13171,6460.416,490.5,34
2015,NYS CDCC,Niagara,Niagara,,3541,1013.798,286.3,2294,631.316,275.2,1247,382.482,306.72,,,,,,,86,45.887,533.57,2181,323.169,148.17,1274,644.742,506.08,35
2015,NYS CDCC,Oneida,Oneida,,3342,1138.883,340.78,2181,699.047,320.52,1161,439.836,378.84,,,,,,,104,67.833,652.24,1952,336.156,172.21,1286,734.894,571.46,36
2015,NYS CDCC,Onondaga,Onondaga,,9562,3048.996,318.87,5947,1847.802,310.71,3615,1201.194,332.28,,,,,,,278,156.036,561.28,5543,771.265,139.14,3741,2121.695,567.15,37
2015,NYS CDCC,Ontario,Ontario,,2017,529.816,262.68,1148,303.784,264.62,869,226.032,260.11,,,,,,,47,30.768,654.64,1358,196.487,144.69,612,302.561,494.38,38
2015,NYS CDCC,Orange,Orange,,8706,2694.046,309.45,5534,1608.481,290.65,3172,1085.565,342.23,,,,,,,212,120.944,570.49,5171,983.04,190.11,3323,1590.062,478.5,39
2015,NYS CDCC,Orleans,Orleans,,413,140.951,341.29,283,92.275,326.06,130,48.676,374.43,,,,,,,19,8.108,426.74,205,33.042,161.18,189,99.801,528.05,40
2015,NYS CDCC,Oswego,Oswego,,1345,379.887,282.44,882,234.643,266.04,463,145.244,313.7,,,,,,,45,20.645,458.78,828,132.362,159.86,472,226.88,480.68,41
2015,NYS CDCC,Otsego,Otsego,,838,241.072,287.68,530,139.771,263.72,308,101.301,328.9,,,,,,,31,18.654,601.74,566,103.189,182.31,241,119.229,494.73,42
2015,NYS CDCC,Putnam,Putnam,,2522,536.958,212.91,1429,275.309,192.66,1093,261.649,239.39,,,,,,,33,16.719,506.64,1878,286.143,152.37,611,234.096,383.14,43
2015,NYS CDCC,Rensselaer,Rensselaer,,3776,1085.923,287.59,2380,648.964,272.67,1396,436.959,313.01,,,,,,,98,58.113,592.99,2261,285.668,126.35,1417,742.142,523.74,44
2015,NYS CDCC,Rockland,Rockland,,8744,3076.292,351.82,4812,1469.663,305.42,3932,1606.629,408.6,,,,,,,193,138.65,718.39,6089,1676.335,275.31,2462,1261.307,512.31,45
2015,NYS CDCC,St. Lawrence,St. Lawrence,,1175,332.695,283.14,694,193.073,278.2,481,139.622,290.27,,,,,,,41,21.914,534.49,735,119.523,162.62,399,191.258,479.34,46
2015,NYS CDCC,Saratoga,Saratoga,,5730,1201.263,209.64,3327,707.254,212.58,2403,494.009,205.58,,,,,,,96,53.717,559.55,4288,519.819,121.23,1346,627.727,466.36,47
2015,NYS CDCC,Schenectady,Schenectady,,3575,1092.456,305.58,2241,681.367,304.05,1334,411.089,308.16,,,,,,,88,51.91,589.89,2133,298.284,139.84,1354,742.262,548.2,48
